"id" "var" "value"
"1" 231001 "Farmers" 5
"2" 231002 "Farmers" 5
"3" 231006 "Farmers" 5
"4" 231008 "Farmers" 5
"5" 231010 "Farmers" 3
"6" 231011 "Farmers" 5
"7" 231014 "Farmers" 3
"8" 231015 "Farmers" 2
"9" 231018 "Farmers" 4
"10" 231021 "Farmers" 4
"11" 231022 "Farmers" 2
"12" 231023 "Farmers" 2
"13" 231028 "Farmers" 2
"14" 231032 "Farmers" 4
"15" 231035 "Farmers" 2
"16" 231036 "Farmers" 5
"17" 231041 "Farmers" 5
"18" 232002 "Farmers" 2
"19" 232004 "Farmers" 5
"20" 232005 "Farmers" 2
"21" 232006 "Farmers" 3
"22" 232007 "Farmers" 5
"23" 233004 "Farmers" 2
"24" 233008 "Farmers" 2
"25" 234001 "Farmers" 2
"26" 234002 "Farmers" 2
"27" 234004 "Farmers" 5
"28" 234005 "Farmers" 5
"29" 234006 "Farmers" 5
"30" 234007 "Farmers" 5
"31" 234008 "Farmers" 5
"32" 234009 "Farmers" 5
"33" 234010 "Farmers" 5
"34" 234011 "Farmers" 4
"35" 234012 "Farmers" 5
"36" 234013 "Farmers" 5
"37" 234016 "Farmers" 5
"38" 235002 "Farmers" 2
"39" 235003 "Farmers" 2
"40" 236001 "Farmers" 2
"41" 236003 "Farmers" 4
"42" 236004 "Farmers" 5
"43" 237005 "Farmers" 5
"44" 231001 "Neighbor/friend" 5
"45" 231002 "Neighbor/friend" 3
"46" 231006 "Neighbor/friend" 5
"47" 231008 "Neighbor/friend" 3
"48" 231009 "Neighbor/friend" 2
"49" 231011 "Neighbor/friend" 2
"50" 231014 "Neighbor/friend" 5
"51" 231015 "Neighbor/friend" 1
"52" 231016 "Neighbor/friend" 3
"53" 231018 "Neighbor/friend" 2
"54" 231019 "Neighbor/friend" 2
"55" 231021 "Neighbor/friend" 5
"56" 231022 "Neighbor/friend" 2
"57" 231024 "Neighbor/friend" 2
"58" 231026 "Neighbor/friend" 2
"59" 231028 "Neighbor/friend" 2
"60" 231029 "Neighbor/friend" 2
"61" 231032 "Neighbor/friend" 3
"62" 231034 "Neighbor/friend" 2
"63" 231036 "Neighbor/friend" 4
"64" 231039 "Neighbor/friend" 2
"65" 231041 "Neighbor/friend" 4
"66" 232002 "Neighbor/friend" 2
"67" 232003 "Neighbor/friend" 2
"68" 232004 "Neighbor/friend" 2
"69" 232005 "Neighbor/friend" 2
"70" 232006 "Neighbor/friend" 2
"71" 233002 "Neighbor/friend" 5
"72" 233004 "Neighbor/friend" 5
"73" 233008 "Neighbor/friend" 5
"74" 233009 "Neighbor/friend" 5
"75" 233010 "Neighbor/friend" 5
"76" 234001 "Neighbor/friend" 5
"77" 234002 "Neighbor/friend" 5
"78" 234004 "Neighbor/friend" 2
"79" 234005 "Neighbor/friend" 5
"80" 234006 "Neighbor/friend" 4
"81" 234008 "Neighbor/friend" 4
"82" 234009 "Neighbor/friend" 4
"83" 234010 "Neighbor/friend" 2
"84" 234011 "Neighbor/friend" 5
"85" 234012 "Neighbor/friend" 4
"86" 234013 "Neighbor/friend" 4
"87" 234016 "Neighbor/friend" 5
"88" 234022 "Neighbor/friend" 5
"89" 235001 "Neighbor/friend" 5
"90" 235002 "Neighbor/friend" 5
"91" 235003 "Neighbor/friend" 2
"92" 236001 "Neighbor/friend" 3
"93" 236002 "Neighbor/friend" 3
